gen,nevals,avg,std,min,max
0,100,0.0400226766368291,0.019612827414055227,0.0025813239900059678,0.12042046416132567
1,100,0.05409853199571423,0.014641430967109365,0.020826951036777227,0.08154709542180653
2,100,0.06295900183415509,0.017683751713962824,0.0316829683825458,0.09828088607093244
3,100,0.06891406395772416,0.013560386043466894,0.043723600156123754,0.09828088607093244
4,100,0.07111900684194845,0.013102378911699705,0.043117867564644786,0.09662011041869177
5,100,0.07367614489367431,0.01316715734984793,0.0273857354244066,0.09662011041869177
6,100,0.07483110282436656,0.015763704388649137,0.041543423625506164,0.09717562720139207
7,100,0.07745725385492075,0.014769129780909523,0.048712332173736377,0.11200263369514947
8,100,0.0767644091949798,0.0191427330918118,0.03582794877057868,0.11200263369514947
9,100,0.07631595344340672,0.014322340055891326,0.048712332173736377,0.09967826758885324
10,100,0.07621776709177419,0.017905418252638455,0.03655397892429316,0.09967826758885324
11,100,0.0800974277364262,0.017779521732288285,0.027471968747323137,0.10570735846576702
12,100,0.08393741768659484,0.009972240401010728,0.05513988863314801,0.09967826758885324
13,100,0.08541773913785289,0.008259852774156947,0.05917443464850783,0.09967826758885324
14,100,0.08344633349677016,0.013898217426508354,0.02250598675813442,0.09166631287713864
15,100,0.08910619719881704,0.005247661487664678,0.06797243116134834,0.09967826758885324
16,100,0.09246673612096905,0.004426526529732489,0.0830378017477882,0.1000460702691052
17,100,0.09324558754957468,0.007005696273486022,0.06736449902646843,0.1000460702691052
18,100,0.09214135377165546,0.012871325756502976,0.0439566595778857,0.1000460702691052
19,100,0.09695473711142664,0.004956825262501018,0.08918456120728946,0.11034784128616497
20,100,0.09460016050065559,0.015014811479311054,0.042185926459682076,0.11213297626777542
21,100,0.09857980497945767,0.005318827952101263,0.08481622645890276,0.11034784128616497
22,100,0.09870306811501778,0.004667586478058258,0.08563541011155673,0.10204783019725078
23,100,0.0961564123363391,0.008229540653724296,0.06910303688521252,0.10204783019725078
24,100,0.09653611997637095,0.008673472442563987,0.06910303688521252,0.10204783019725078
25,100,0.09384197749616485,0.015639682644708885,0.05144584666692722,0.10204783019725078
26,100,0.09509465211565615,0.013273044803567897,0.05819521107031489,0.10204783019725078
27,100,0.0910872133566996,0.024457468155411593,0.022876105503335298,0.10204783019725078
28,100,0.09667373735393957,0.013652325443592307,0.052662065079618216,0.10204783019725078
29,100,0.1011035799676419,0.006144585879453973,0.08033149212064795,0.10617284699757558
30,100,0.10388476742245904,0.002340003279914001,0.10204783019725078,0.10866662459752423
31,100,0.10536977347057597,0.001985024308475815,0.10204783019725078,0.10866662459752423
32,100,0.09910089146675265,0.020994227187644685,0.018431666216730567,0.10866662459752423
33,100,0.10567784498153662,0.0013404717962242894,0.10204783019725078,0.10617284699757558
34,100,0.10446840470383306,0.008391427657969738,0.06374118597407001,0.11011846747784246
35,100,0.10633067181678625,0.0007731805516263164,0.10617284699757558,0.11011846747784246
36,100,0.10633067181678625,0.0007731805516263165,0.10617284699757558,0.11011846747784246
37,100,0.10383256015183148,0.01229470705560677,0.04372005537370626,0.11011846747784246
38,100,0.10305850501402068,0.015257097488473476,0.028314297408703146,0.10617284699757558
39,100,0.10829625174201016,0.014174194684446568,0.08955059912420053,0.1758802134818152
40,100,0.10151199568071456,0.017463272534848168,0.03145980797651247,0.113567340670328
41,100,0.107030486587135,0.0024299121848441055,0.10488257589261962,0.113567340670328
42,100,0.10830903880502842,0.0032836994928963684,0.10617284699757558,0.113567340670328
43,100,0.10864864093799326,0.0033804716606587164,0.10617284699757558,0.113567340670328
44,100,0.10543389212952846,0.01680750578609822,0.02470856713458654,0.113567340670328
45,100,0.10863472635391438,0.011735803972921455,0.053515746860652365,0.113567340670328
46,100,0.10686473263995477,0.017986018390729358,0.04028730295601233,0.113567340670328
47,100,0.11299769236953519,0.0019333240547316798,0.10617284699757558,0.113567340670328
48,100,0.11439273908689376,0.004043609910174564,0.113567340670328,0.13420230108447176
49,100,0.11288889164106702,0.015916598077936217,0.04284831989765526,0.13420230108447176
50,100,0.11318393812498602,0.02054366432158141,0.04423356038320413,0.13420230108447176
51,100,0.11937927521221672,0.022215024653498203,0.04366346882801393,0.13420230108447176
52,100,0.12790374901587145,0.010273467158813346,0.10617284699757558,0.13420230108447176
53,100,0.12760503880897434,0.017208723794126957,0.05181058585361135,0.13420230108447176
54,100,0.13420230108447176,0.0,0.13420230108447176,0.13420230108447176
55,100,0.13143872682262056,0.013538693615648257,0.06511294453819155,0.13420230108447176
56,100,0.1268517330115521,0.0214663214896807,0.0523645699627677,0.13420230108447176
57,100,0.12128248716280568,0.030595364335362443,0.03554170582615776,0.13420230108447176
58,100,0.12615865640446988,0.023047849796309142,0.04409135148520311,0.13420230108447176
59,100,0.13420230108447176,0.0,0.13420230108447176,0.13420230108447176
60,100,0.1311607621131804,0.014900437024907034,0.05816382680218744,0.13420230108447176
61,100,0.13005286415233847,0.020328006407172403,0.030466377781139403,0.13420230108447176
62,100,0.13071117290973056,0.017102965309539992,0.04692409671594106,0.13420230108447176
63,100,0.13116235402820625,0.014892638265852572,0.05820362467783398,0.13420230108447176
64,100,0.12806483050563044,0.022750283442738176,0.025005632255393144,0.13420230108447176
65,100,0.12918898689304628,0.01732589471619767,0.059728324663402624,0.13420230108447176
66,100,0.13216324381651998,0.009989299725590834,0.08322586938567683,0.13420230108447176
67,100,0.13059593501857697,0.017667513374261323,0.044043149437101504,0.13420230108447176
68,100,0.13420230108447176,0.0,0.13420230108447176,0.13420230108447176
69,100,0.13276816702569025,0.0070257933335227405,0.09834894961493346,0.13420230108447176
70,100,0.12985818868658824,0.02128171752022586,0.025599491137383617,0.13420230108447176
71,100,0.13420230108447176,0.0,0.13420230108447176,0.13420230108447176
72,100,0.13420230108447176,0.0,0.13420230108447176,0.13420230108447176
73,100,0.13420230108447176,0.0,0.13420230108447176,0.13420230108447176
74,100,0.13420230108447176,0.0,0.13420230108447176,0.13420230108447176
75,100,0.12837708194928105,0.020462697414989378,0.05667271737302898,0.13879559068773129
76,100,0.12084620953291429,0.031458806941107496,0.032893856582795374,0.13420230108447176
77,100,0.12667603864913649,0.021976939536421315,0.0546584137494098,0.13420230108447176
