gen,nevals,avg,std,min,max
0,100,0.03562195683137065,0.017705556294213064,0.00757683169687329,0.08803740022259321
1,100,0.050941212793158615,0.019070930370025482,0.020357090396222587,0.08803740022259321
2,100,0.056177532771829214,0.015416980451920597,0.029367470982258885,0.09267277117420618
3,100,0.06292438350620894,0.013397609711557245,0.03865600056729832,0.08402353707578258
4,100,0.06710594726924995,0.013595097144537154,0.03932481749003603,0.08206867736356183
5,100,0.06834190618917173,0.010808798022038948,0.05151762871404096,0.08241581470803863
6,100,0.07122136496347492,0.012447324061917361,0.05125087353430664,0.09028438739334567
7,100,0.06982659975866595,0.01564278822229479,0.02162243105353699,0.09028438739334567
8,100,0.0755136964871678,0.013544364120779407,0.04414073655844309,0.09028438739334567
9,100,0.07651323531378522,0.015516652317221297,0.03420673039745841,0.09028438739334567
10,100,0.08072842107245505,0.014595121396287408,0.035616519738603296,0.09369911498094975
11,100,0.08667943033589796,0.009997351751662262,0.05496707023825384,0.10661306238072332
12,100,0.08493197500133265,0.010903811018281293,0.04720482278418027,0.09028438739334567
13,100,0.08527524014154243,0.013915137670840938,0.03309407901970285,0.09439217545291698
14,100,0.08880176855836125,0.0068809019621120385,0.06153514559655402,0.09439217545291698
15,100,0.08607679529659959,0.011047169327626602,0.058205845039710664,0.09439217545291698
16,100,0.08547015016111922,0.01411234934733941,0.047250591731878136,0.09439217545291698
17,100,0.08713242899973568,0.011702075033328879,0.04992703615247218,0.10376205989694304
18,100,0.09173617273996787,0.005723423452661967,0.08080462759291265,0.10559918945880169
19,100,0.08985444959957929,0.005094424863000862,0.07795587023149808,0.10143475189873123
20,100,0.08851233545103827,0.010934564553608979,0.053013523465183954,0.10143475189873123
21,100,0.08633651617196607,0.012602799497808473,0.049852911533718056,0.10143475189873123
22,100,0.09079850069491427,0.010294215917324783,0.06528694937703822,0.10143475189873123
23,100,0.09375522336654195,0.008715853662133047,0.06922728153543437,0.10613607159378133
24,100,0.0937005603874766,0.006926264158389863,0.07737876736716633,0.10439221137028808
25,100,0.08959691523634376,0.01570822853034212,0.050902964436072014,0.10439221137028808
26,100,0.08627739615162915,0.019381758616786263,0.04534234264190236,0.10439221137028808
27,100,0.08705386224638292,0.016673556546987815,0.04291661753882985,0.10143475189873123
28,100,0.09195174673206562,0.01779672360108051,0.04291661753882985,0.11300079534553026
29,100,0.08726818873356679,0.022247520776297755,0.034240380710147296,0.11300079534553026
30,100,0.09113595904360064,0.01910224439616524,0.03771342874437532,0.11196654141485729
31,100,0.09484980517470706,0.013918685126574714,0.047758611589135726,0.11196654141485729
32,100,0.09715165546044321,0.013315594250320032,0.040081082754103714,0.1030679338227168
33,100,0.09759248578611707,0.010436930923360973,0.06608054660801409,0.10143475189873123
34,100,0.10143475189873122,1.3877787807814457e-17,0.10143475189873123,0.10143475189873123
35,100,0.10143475189873122,1.3877787807814457e-17,0.10143475189873123,0.10143475189873123
36,100,0.09818124730859823,0.011042309340857443,0.059177957502295604,0.10143475189873123
37,100,0.09810670425206226,0.011333706070808138,0.05615987031885035,0.10143475189873123
38,100,0.0942805307483307,0.01968973087259727,0.03464442830866519,0.10143475189873123
39,100,0.09584119611006846,0.01604316884344109,0.03657131806568397,0.10143475189873123
40,100,0.09515775913639679,0.018050433546303382,0.03657131806568397,0.10143475189873123
41,100,0.09810379770890652,0.012784685071423869,0.038628055246855274,0.10143475189873123
42,100,0.09919973380642581,0.010949307784073879,0.04555929959109587,0.10143475189873123
43,100,0.10143475189873122,1.3877787807814457e-17,0.10143475189873123,0.10143475189873123
44,100,0.10143475189873122,1.3877787807814457e-17,0.10143475189873123,0.10143475189873123
45,100,0.09700623659088968,0.015735063289683316,0.029473673899767367,0.10143475189873123
46,100,0.09765590159106033,0.0130374339010619,0.04571529890403315,0.10143475189873123
47,100,0.09833460752296527,0.01051310107588728,0.06268294720165687,0.10143475189873123
48,100,0.10143475189873122,1.3877787807814457e-17,0.10143475189873123,0.10143475189873123
49,100,0.10143475189873122,1.3877787807814457e-17,0.10143475189873123,0.10143475189873123
50,100,0.10151388592048549,0.0003876759491845559,0.10143475189873123,0.10341310244258811
51,100,0.10190955602925687,0.0008449201426683444,0.10143475189873123,0.10341310244258811
52,100,0.10190955602925687,0.0008449201426683444,0.10143475189873123,0.10341310244258811
53,100,0.09986567042296154,0.013374689714296851,0.03451080739049312,0.10341310244258811
54,100,0.10301743233381673,0.000791340217542752,0.10143475189873123,0.10341310244258811
55,100,0.10341310244258811,0.0,0.10341310244258811,0.10341310244258811
56,100,0.10053239137212637,0.01411254443803596,0.03139532568104463,0.10341310244258811
57,100,0.10341310244258811,0.0,0.10341310244258811,0.10341310244258811
58,100,0.10159033667048875,0.008929692124507149,0.057843958140104804,0.10341310244258811
59,100,0.1026443615873629,0.0037660456794649778,0.08419458106195818,0.10341310244258811
60,100,0.09970546832737712,0.01261213910914598,0.0535663914394808,0.10341310244258811
61,100,0.10341310244258811,0.0,0.10341310244258811,0.10341310244258811
62,100,0.10341310244258811,0.0,0.10341310244258811,0.10341310244258811
63,100,0.10341310244258811,0.0,0.10341310244258811,0.10341310244258811
64,100,0.0971860635082665,0.017403922349123906,0.03965038740287067,0.1038995341436837
65,100,0.1028675904493125,0.0028740572601756603,0.08880243920850674,0.1038995341436837
66,100,0.10010044175963023,0.0121067870497484,0.04909945052149248,0.1038995341436837
67,100,0.10360767512302634,0.0002383018924796459,0.10341310244258811,0.1038995341436837
68,100,0.10380224780346457,0.0001945726804382375,0.10341310244258811,0.1038995341436837
69,100,0.10057805458378125,0.016172848189587048,0.02134897684721753,0.1038995341436837
70,100,0.10217380874179016,0.008454293341597295,0.060756399096344754,0.1038995341436837
71,100,0.1038995341436837,0.0,0.1038995341436837,0.1038995341436837
72,100,0.10241579617821993,0.007268801854763109,0.06680608500708876,0.1038995341436837
73,100,0.10198523213302321,0.009378126279404214,0.05604198387717123,0.1038995341436837
74,100,0.1038995341436837,0.0,0.1038995341436837,0.1038995341436837
75,100,0.10156311662919061,0.011446061473219606,0.04548909628135634,0.1038995341436837
76,100,0.09070684927623378,0.02418082604835076,0.02819927910694534,0.1038995341436837
77,100,0.1038995341436837,0.0,0.1038995341436837,0.1038995341436837
78,100,0.10052806719968368,0.01651674739492129,0.019612860543682713,0.1038995341436837
79,100,0.10141885580006446,0.012152792315679381,0.041882575553202725,0.1038995341436837
80,100,0.09824238361833298,0.019341410550394473,0.02448772960039659,0.1038995341436837
81,100,0.1038995341436837,0.0,0.1038995341436837,0.1038995341436837
82,100,0.10458981895886955,0.00338169114879348,0.1038995341436837,0.12115665452333015
83,100,0.10458981895886955,0.00338169114879348,0.1038995341436837,0.12115665452333015
84,100,0.1038995341436837,0.0,0.1038995341436837,0.1038995341436837
85,100,0.1038995341436837,0.0,0.1038995341436837,0.1038995341436837
86,100,0.09971557287018687,0.015010782829203156,0.03427590790975611,0.1038995341436837
87,100,0.1038995341436837,0.0,0.1038995341436837,0.1038995341436837
88,100,0.1038995341436837,0.0,0.1038995341436837,0.1038995341436837
89,100,0.1038995341436837,0.0,0.1038995341436837,0.1038995341436837
90,100,0.10146234273542634,0.011939750711451383,0.04296974893724971,0.1038995341436837
91,100,0.10048180744353483,0.011756710270122584,0.05420443378331135,0.1038995341436837
92,100,0.09947776640702816,0.015147605312792327,0.04104324114693733,0.1038995341436837
93,100,0.09894275799950732,0.017287148036221594,0.027668030958916463,0.1038995341436837
94,100,0.1038995341436837,0.0,0.1038995341436837,0.1038995341436837
95,100,0.1038995341436837,0.0,0.1038995341436837,0.1038995341436837
