gen,nevals,avg,std,min,max
0,100,0.03547482052719549,0.018669575816107887,0.005000296043900573,0.10062896014792512
1,100,0.04367223007106314,0.01363645648430113,0.016975698936811206,0.06998042296070378
2,100,0.054091096537968675,0.012228252533867263,0.031833138351954844,0.0810832265258866
3,100,0.05492216030971825,0.011895466739270078,0.029016999260014092,0.07336200650929654
4,100,0.05931744486508473,0.00958659503446093,0.04270875378464851,0.08063690278270787
5,100,0.0658603104122157,0.013258367520031124,0.03683684429842857,0.09199694496347506
6,100,0.06628702135521956,0.015994203113888453,0.032589012663383585,0.10740017382392657
7,100,0.06733131624830307,0.02221266737909322,0.029645809100512753,0.122095474585758
8,100,0.07295880915797556,0.02268150469630536,0.03769539984263278,0.122095474585758
9,100,0.08336357958940165,0.02340300397105122,0.05232541527824253,0.122095474585758
10,100,0.0880344385643487,0.03095414015727489,0.03423468718982294,0.122095474585758
11,100,0.09337653140018846,0.028046490689778672,0.04495801400762779,0.1227312765741783
12,100,0.10590488438329214,0.024456793266369344,0.04515754269173953,0.1227312765741783
13,100,0.11479024209100358,0.014754164640582513,0.07647339485659715,0.1227312765741783
14,100,0.1150782777654884,0.01549282536367335,0.04855512559565944,0.1227312765741783
15,100,0.1214492982557128,0.0020888147035578336,0.11297587499769642,0.1227312765741783
16,100,0.11970543725863188,0.007383612415933894,0.09560087778431747,0.1227312765741783
17,100,0.11695111417359078,0.0158564049416237,0.054019363119624145,0.1227312765741783
18,100,0.12243169547783495,0.0002639332665777449,0.122095474585758,0.1227312765741783
19,100,0.12255100116657322,0.00021818331174780083,0.122095474585758,0.1227312765741783
20,100,0.11770064575267765,0.01615446478999632,0.047927213618455075,0.1227312765741783
21,100,0.12261223710057546,0.0001423513616236166,0.122095474585758,0.1227312765741783
22,100,0.12269265214273274,7.730338788864601e-05,0.12253490885053375,0.1227312765741783
23,100,0.12271556715628673,5.32732279916995e-05,0.12253490885053375,0.1227312765741783
24,100,0.12177185011433517,0.005738080643654194,0.09402773464407205,0.12744915700820622
25,100,0.12242475658570763,0.0030422807506956594,0.1083300456029392,0.12744915700820622
26,100,0.12315597140479488,0.0010836038468393801,0.1227312765741783,0.12744915700820622
27,100,0.12360775338673703,0.0015826259267696056,0.1227312765741783,0.12744915700820622
28,100,0.1214184149553156,0.013732689123328657,0.061436694371682886,0.12754928357957082
29,100,0.1246069591429036,0.0032121917554568885,0.11336938104042356,0.12744915700820622
30,100,0.12495461826046507,0.0037472546358410528,0.11466689289773888,0.12744915700820622
31,100,0.12328499636788594,0.013528718723844035,0.06000914051044714,0.12744915700820622
32,100,0.12250148952549095,0.014691461223037276,0.07307226352946598,0.12744915700820622
33,100,0.12737056686548245,0.0003850114969714653,0.12548440344011205,0.12744915700820622
34,100,0.12755047382241932,0.0004963489943729441,0.12744915700820622,0.12998207736353387
35,100,0.12459369355304942,0.01398885688859754,0.056062570629286476,0.12744915700820622
36,100,0.12403505524329653,0.016725614507928473,0.04209661288546391,0.12744915700820622
